nhd_id,nhd_name,year,total,residential,commercial
46,Skinker / DeBaliviere,1996,20,16,6
46,Skinker / DeBaliviere,1997,22,17,7
46,Skinker / DeBaliviere,1998,17,12,7
46,Skinker / DeBaliviere,1999,16,13,7
46,Skinker / DeBaliviere,2000,20,16,8
46,Skinker / DeBaliviere,2001,16,13,7
46,Skinker / DeBaliviere,2002,14,11,7
46,Skinker / DeBaliviere,2003,6,5,2
46,Skinker / DeBaliviere,2004,2,1,1
46,Skinker / DeBaliviere,2005,6,6,0
46,Skinker / DeBaliviere,2006,8,8,0
46,Skinker / DeBaliviere,2007,2,2,0
46,Skinker / DeBaliviere,2008,3,3,0
46,Skinker / DeBaliviere,2009,3,3,0
46,Skinker / DeBaliviere,2010,5,5,0
46,Skinker / DeBaliviere,2011,6,6,0
46,Skinker / DeBaliviere,2012,8,8,0
46,Skinker / DeBaliviere,2013,9,9,0
46,Skinker / DeBaliviere,2014,7,7,0
46,Skinker / DeBaliviere,2015,4,4,0
46,Skinker / DeBaliviere,2016,4,4,0
46,Skinker / DeBaliviere,2017,4,4,0
46,Skinker / DeBaliviere,2018,4,4,0
21,Soulard,1990,51,49,5
21,Soulard,1991,57,54,8
21,Soulard,1992,64,54,19
21,Soulard,1993,40,36,7
21,Soulard,1994,60,56,8
21,Soulard,1995,59,54,9
21,Soulard,1996,55,51,7
21,Soulard,1997,50,46,7
21,Soulard,1998,49,45,7
21,Soulard,1999,47,43,7
21,Soulard,2000,48,44,7
21,Soulard,2001,49,43,8
21,Soulard,2002,33,29,4
21,Soulard,2003,44,37,7
21,Soulard,2004,52,43,8
21,Soulard,2005,34,30,4
21,Soulard,2006,31,27,4
21,Soulard,2007,28,25,4
21,Soulard,2008,19,17,3
21,Soulard,2009,21,19,3
21,Soulard,2010,21,20,1
21,Soulard,2011,18,17,1
21,Soulard,2012,23,21,2
21,Soulard,2013,29,24,4
21,Soulard,2014,19,15,3
21,Soulard,2015,21,18,2
21,Soulard,2016,23,19,3
21,Soulard,2017,25,21,3
21,Soulard,2018,20,17,2
7,Southampton,1990,0,0,0
7,Southampton,1991,1,0,1
7,Southampton,1992,0,0,0
7,Southampton,1993,0,0,0
7,Southampton,1994,0,0,0
7,Southampton,1995,1,1,0
7,Southampton,1996,1,1,0
7,Southampton,1997,2,2,0
7,Southampton,1998,0,0,0
7,Southampton,1999,1,1,0
7,Southampton,2000,1,1,0
7,Southampton,2001,3,3,0
7,Southampton,2002,2,2,0
7,Southampton,2003,4,2,2
7,Southampton,2004,1,0,1
7,Southampton,2005,5,3,2
7,Southampton,2006,6,5,1
7,Southampton,2007,7,6,1
7,Southampton,2008,5,4,1
7,Southampton,2009,2,1,1
7,Southampton,2010,5,4,1
7,Southampton,2011,4,3,1
7,Southampton,2012,6,4,0
7,Southampton,2013,7,5,0
7,Southampton,2014,5,4,0
7,Southampton,2015,3,3,0
7,Southampton,2016,3,3,0
7,Southampton,2017,4,4,0
7,Southampton,2018,4,4,0
13,Southwest Garden,1990,7,4,3
13,Southwest Garden,1991,10,5,5
13,Southwest Garden,1992,9,9,0
13,Southwest Garden,1993,9,8,2
13,Southwest Garden,1994,4,4,1
13,Southwest Garden,1995,11,11,1
13,Southwest Garden,1996,11,11,1
13,Southwest Garden,1997,7,7,0
13,Southwest Garden,1998,19,19,0
13,Southwest Garden,1999,14,13,1
13,Southwest Garden,2000,15,12,3
13,Southwest Garden,2001,16,12,4
13,Southwest Garden,2002,11,9,2
13,Southwest Garden,2003,9,9,0
13,Southwest Garden,2004,5,4,1
13,Southwest Garden,2005,5,4,1
13,Southwest Garden,2006,5,5,0
13,Southwest Garden,2007,4,4,0
13,Southwest Garden,2008,4,4,0
13,Southwest Garden,2009,6,5,1
13,Southwest Garden,2010,5,5,0
13,Southwest Garden,2011,5,5,0
13,Southwest Garden,2012,5,5,0
13,Southwest Garden,2013,6,6,0
13,Southwest Garden,2014,7,7,0
13,Southwest Garden,2015,9,9,0
13,Southwest Garden,2016,8,8,0
13,Southwest Garden,2017,9,9,0
13,Southwest Garden,2018,8,8,0
8,St. Louis Hills,1990,0,0,0
8,St. Louis Hills,1991,0,0,0
8,St. Louis Hills,1992,0,0,0
8,St. Louis Hills,1993,0,0,0
8,St. Louis Hills,1994,0,0,0
8,St. Louis Hills,1995,0,0,0
8,St. Louis Hills,1996,0,0,0
8,St. Louis Hills,1997,1,0,1
8,St. Louis Hills,1998,0,0,0
8,St. Louis Hills,1999,0,0,0
8,St. Louis Hills,2000,0,0,0
8,St. Louis Hills,2001,0,0,0
8,St. Louis Hills,2002,0,0,0
8,St. Louis Hills,2003,2,1,1
8,St. Louis Hills,2004,0,0,0
8,St. Louis Hills,2005,0,0,0
8,St. Louis Hills,2006,0,0,0
8,St. Louis Hills,2007,0,0,0
8,St. Louis Hills,2008,0,0,0
8,St. Louis Hills,2009,0,0,0
8,St. Louis Hills,2010,0,0,0
8,St. Louis Hills,2011,0,0,0
8,St. Louis Hills,2012,0,0,0
8,St. Louis Hills,2013,2,1,1
8,St. Louis Hills,2014,0,0,0
8,St. Louis Hills,2015,0,0,0
8,St. Louis Hills,2016,0,0,0
8,St. Louis Hills,2017,0,0,0
8,St. Louis Hills,2018,0,0,0
60,St. Louis Place,1990,203,172,43
60,St. Louis Place,1991,211,185,37
60,St. Louis Place,1992,191,177,17
60,St. Louis Place,1993,199,174,25
60,St. Louis Place,1994,180,165,23
60,St. Louis Place,1995,200,181,24
60,St. Louis Place,1996,206,190,21
60,St. Louis Place,1997,241,216,31
60,St. Louis Place,1998,210,187,28
60,St. Louis Place,1999,202,179,30
60,St. Louis Place,2000,215,188,38
60,St. Louis Place,2001,206,180,34
60,St. Louis Place,2002,188,162,31
60,St. Louis Place,2003,164,145,23
60,St. Louis Place,2004,160,142,22
60,St. Louis Place,2005,140,126,17
60,St. Louis Place,2006,122,109,15
60,St. Louis Place,2007,116,104,15
60,St. Louis Place,2008,115,105,13
60,St. Louis Place,2009,113,103,16
60,St. Louis Place,2010,110,100,16
60,St. Louis Place,2011,110,100,16
60,St. Louis Place,2012,119,107,15
60,St. Louis Place,2013,145,129,19
60,St. Louis Place,2014,146,130,19
60,St. Louis Place,2015,156,141,18
60,St. Louis Place,2016,156,141,18
60,St. Louis Place,2017,129,115,17
60,St. Louis Place,2018,108,94,14
31,The Gate District,1990,69,67,8
31,The Gate District,1991,108,95,16
31,The Gate District,1992,94,87,17
31,The Gate District,1993,81,75,9
31,The Gate District,1994,75,73,9
31,The Gate District,1995,87,84,8
31,The Gate District,1996,83,79,7
31,The Gate District,1997,65,63,5
31,The Gate District,1998,84,82,7
31,The Gate District,1999,77,75,7
31,The Gate District,2000,79,79,5
31,The Gate District,2001,71,70,4
31,The Gate District,2002,72,71,4
31,The Gate District,2003,63,63,3
31,The Gate District,2004,40,40,3
31,The Gate District,2005,28,28,3
31,The Gate District,2006,40,37,4
31,The Gate District,2007,29,26,4
31,The Gate District,2008,27,24,3
31,The Gate District,2009,23,21,2
31,The Gate District,2010,23,21,2
31,The Gate District,2011,22,20,0
31,The Gate District,2012,24,21,1
31,The Gate District,2013,22,19,1
31,The Gate District,2014,23,20,1
31,The Gate District,2015,24,21,1
31,The Gate District,2016,28,25,1
31,The Gate District,2017,23,22,0
31,The Gate District,2018,23,22,0
56,The Greater Ville,1990,130,128,17
56,The Greater Ville,1991,209,197,19
56,The Greater Ville,1992,298,271,42
56,The Greater Ville,1993,266,246,35
56,The Greater Ville,1994,338,328,39
56,The Greater Ville,1995,394,381,38
56,The Greater Ville,1996,365,352,32
56,The Greater Ville,1997,392,376,39
56,The Greater Ville,1998,438,427,35
56,The Greater Ville,1999,430,418,35
56,The Greater Ville,2000,443,429,36
56,The Greater Ville,2001,432,419,30
56,The Greater Ville,2002,458,446,31
56,The Greater Ville,2003,463,451,35
56,The Greater Ville,2004,467,457,34
56,The Greater Ville,2005,417,407,27
56,The Greater Ville,2006,414,404,25
56,The Greater Ville,2007,360,351,18
56,The Greater Ville,2008,371,362,14
56,The Greater Ville,2009,341,333,9
56,The Greater Ville,2010,392,382,10
56,The Greater Ville,2011,442,432,10
56,The Greater Ville,2012,482,471,15
56,The Greater Ville,2013,473,462,18
56,The Greater Ville,2014,526,513,21
56,The Greater Ville,2015,547,532,22
56,The Greater Ville,2016,530,516,22
56,The Greater Ville,2017,563,547,23
56,The Greater Ville,2018,557,539,21
12,The Hill,1990,2,1,1
12,The Hill,1991,12,10,6
12,The Hill,1992,2,2,0
12,The Hill,1993,0,0,0
12,The Hill,1994,4,2,2
12,The Hill,1995,3,1,2
12,The Hill,1996,2,1,1
12,The Hill,1997,2,1,1
12,The Hill,1998,4,3,1
12,The Hill,1999,2,1,1
12,The Hill,2000,1,1,0
12,The Hill,2001,0,0,0
12,The Hill,2002,7,6,2
12,The Hill,2003,4,3,2
12,The Hill,2004,3,2,2
12,The Hill,2005,3,2,2
12,The Hill,2006,3,2,2
12,The Hill,2007,3,2,2
12,The Hill,2008,4,3,2
12,The Hill,2009,8,3,5
12,The Hill,2010,8,3,5
12,The Hill,2011,10,5,5
12,The Hill,2012,11,5,6
12,The Hill,2013,13,7,6
12,The Hill,2014,12,6,6
12,The Hill,2015,9,3,6
12,The Hill,2016,8,4,4
12,The Hill,2017,8,4,4
12,The Hill,2018,5,4,1
57,The Ville,1990,75,71,9
57,The Ville,1991,127,120,14
57,The Ville,1992,145,135,14
57,The Ville,1993,180,176,23
57,The Ville,1994,203,193,28
57,The Ville,1995,224,212,33
57,The Ville,1996,188,180,28
57,The Ville,1997,201,193,29
57,The Ville,1998,211,200,31
57,The Ville,1999,205,193,28
57,The Ville,2000,213,195,26
57,The Ville,2001,201,182,25
57,The Ville,2002,211,192,28
57,The Ville,2003,213,196,28
57,The Ville,2004,209,193,29
57,The Ville,2005,187,174,26
57,The Ville,2006,178,169,19
57,The Ville,2007,164,158,14
57,The Ville,2008,167,160,14
57,The Ville,2009,152,146,12
57,The Ville,2010,174,169,10
57,The Ville,2011,197,194,7
57,The Ville,2012,210,206,10
57,The Ville,2013,192,190,9
57,The Ville,2014,210,204,11
57,The Ville,2015,218,211,12
57,The Ville,2016,213,205,13
57,The Ville,2017,225,213,17
57,The Ville,2018,223,212,17
29,Tiffany,1990,13,12,5
29,Tiffany,1991,12,10,4
29,Tiffany,1992,13,12,3
29,Tiffany,1993,12,12,2
29,Tiffany,1994,9,7,3
29,Tiffany,1995,12,9,5
29,Tiffany,1996,6,3,4
29,Tiffany,1997,7,4,4
29,Tiffany,1998,5,2,3
29,Tiffany,1999,4,1,3
29,Tiffany,2000,1,1,0
29,Tiffany,2001,1,1,0
29,Tiffany,2002,1,1,0
29,Tiffany,2003,6,6,0
29,Tiffany,2004,6,6,0
29,Tiffany,2005,6,6,0
29,Tiffany,2006,5,5,0
29,Tiffany,2007,5,5,0
29,Tiffany,2008,4,4,0
29,Tiffany,2009,4,4,0
29,Tiffany,2010,5,5,0
29,Tiffany,2011,4,4,0
29,Tiffany,2012,5,5,0
29,Tiffany,2013,5,5,0
29,Tiffany,2014,4,4,0
29,Tiffany,2015,4,4,0
29,Tiffany,2016,1,1,0
29,Tiffany,2017,1,1,0
29,Tiffany,2018,1,1,0
25,Tower Grove East,1990,9,9,0
25,Tower Grove East,1991,20,20,2
25,Tower Grove East,1992,24,24,0
25,Tower Grove East,1993,26,26,6
25,Tower Grove East,1994,36,36,2
25,Tower Grove East,1995,33,33,2
25,Tower Grove East,1996,41,41,2
25,Tower Grove East,1997,40,40,2
25,Tower Grove East,1998,38,37,1
25,Tower Grove East,1999,48,47,1
25,Tower Grove East,2000,57,56,1
25,Tower Grove East,2001,57,57,1
25,Tower Grove East,2002,63,63,0
25,Tower Grove East,2003,94,93,5
25,Tower Grove East,2004,78,77,4
25,Tower Grove East,2005,40,39,1
25,Tower Grove East,2006,39,38,2
25,Tower Grove East,2007,30,29,2
25,Tower Grove East,2008,40,39,4
25,Tower Grove East,2009,38,37,4
25,Tower Grove East,2010,41,40,5
25,Tower Grove East,2011,46,45,5
25,Tower Grove East,2012,55,51,7
25,Tower Grove East,2013,66,62,8
25,Tower Grove East,2014,47,45,4
25,Tower Grove East,2015,39,37,4
25,Tower Grove East,2016,35,34,3
25,Tower Grove East,2017,24,23,3
25,Tower Grove East,2018,19,18,3
81,Tower Grove Park,1990,0,0,0
81,Tower Grove Park,1991,0,0,0
81,Tower Grove Park,1992,0,0,0
81,Tower Grove Park,1993,0,0,0
81,Tower Grove Park,1994,0,0,0
81,Tower Grove Park,1995,0,0,0
81,Tower Grove Park,1996,0,0,0
81,Tower Grove Park,1997,0,0,0
81,Tower Grove Park,1998,0,0,0
81,Tower Grove Park,1999,0,0,0
81,Tower Grove Park,2000,0,0,0
81,Tower Grove Park,2001,0,0,0
81,Tower Grove Park,2002,0,0,0
81,Tower Grove Park,2003,0,0,0
81,Tower Grove Park,2004,0,0,0
81,Tower Grove Park,2005,0,0,0
81,Tower Grove Park,2006,0,0,0
81,Tower Grove Park,2007,0,0,0
81,Tower Grove Park,2008,0,0,0
81,Tower Grove Park,2009,0,0,0
81,Tower Grove Park,2010,0,0,0
81,Tower Grove Park,2011,0,0,0
81,Tower Grove Park,2012,0,0,0
81,Tower Grove Park,2013,0,0,0
81,Tower Grove Park,2014,0,0,0
81,Tower Grove Park,2015,0,0,0
81,Tower Grove Park,2016,0,0,0
81,Tower Grove Park,2017,0,0,0
81,Tower Grove Park,2018,0,0,0
15,Tower Grove South,1990,7,7,2
15,Tower Grove South,1991,23,23,5
15,Tower Grove South,1992,8,8,1
15,Tower Grove South,1993,21,15,6
15,Tower Grove South,1994,5,5,1
15,Tower Grove South,1995,24,23,4
15,Tower Grove South,1996,30,30,2
15,Tower Grove South,1997,45,45,3
15,Tower Grove South,1998,44,42,4
15,Tower Grove South,1999,38,36,3
15,Tower Grove South,2000,34,34,2
15,Tower Grove South,2001,45,44,3
15,Tower Grove South,2002,53,53,2
15,Tower Grove South,2003,54,54,2
15,Tower Grove South,2004,45,44,3
15,Tower Grove South,2005,22,21,1
15,Tower Grove South,2006,17,14,3
15,Tower Grove South,2007,14,10,3
15,Tower Grove South,2008,24,21,1
15,Tower Grove South,2009,29,27,0
15,Tower Grove South,2010,26,24,0
15,Tower Grove South,2011,32,30,0
15,Tower Grove South,2012,43,41,2
15,Tower Grove South,2013,50,49,2
15,Tower Grove South,2014,48,47,2
15,Tower Grove South,2015,53,52,1
15,Tower Grove South,2016,55,51,4
15,Tower Grove South,2017,40,38,2
15,Tower Grove South,2018,40,39,1
58,Vandeventer,1990,145,134,24
58,Vandeventer,1991,180,151,28
58,Vandeventer,1992,166,155,19
58,Vandeventer,1993,175,158,28
58,Vandeventer,1994,181,168,16
58,Vandeventer,1995,220,201,24
58,Vandeventer,1996,195,179,25
58,Vandeventer,1997,183,169,24
58,Vandeventer,1998,161,149,23
58,Vandeventer,1999,140,127,20
58,Vandeventer,2000,126,112,15
58,Vandeventer,2001,110,99,13
58,Vandeventer,2002,168,153,15
58,Vandeventer,2003,161,150,13
58,Vandeventer,2004,141,131,10
58,Vandeventer,2005,135,126,10
58,Vandeventer,2006,123,114,9
58,Vandeventer,2007,128,120,8
58,Vandeventer,2008,125,115,10
58,Vandeventer,2009,120,111,8
58,Vandeventer,2010,110,104,4
58,Vandeventer,2011,109,104,3
58,Vandeventer,2012,147,136,10
58,Vandeventer,2013,140,131,8
58,Vandeventer,2014,135,130,5
58,Vandeventer,2015,116,113,4
58,Vandeventer,2016,116,113,4
58,Vandeventer,2017,100,99,2
58,Vandeventer,2018,104,104,3
49,Visitation Park,1990,6,6,0
49,Visitation Park,1991,6,6,0
49,Visitation Park,1992,6,5,1
49,Visitation Park,1993,8,7,0
49,Visitation Park,1994,9,8,0
49,Visitation Park,1995,11,10,0
49,Visitation Park,1996,11,10,0
49,Visitation Park,1997,13,12,0
49,Visitation Park,1998,14,13,0
49,Visitation Park,1999,18,18,0
49,Visitation Park,2000,13,13,0
49,Visitation Park,2001,13,13,0
49,Visitation Park,2002,11,11,0
49,Visitation Park,2003,13,13,0
49,Visitation Park,2004,12,12,0
49,Visitation Park,2005,9,9,0
49,Visitation Park,2006,13,11,2
49,Visitation Park,2007,12,10,2
49,Visitation Park,2008,12,10,2
49,Visitation Park,2009,6,4,2
49,Visitation Park,2010,4,3,1
49,Visitation Park,2011,8,7,1
49,Visitation Park,2012,8,7,1
49,Visitation Park,2013,8,7,1
49,Visitation Park,2014,8,7,1
49,Visitation Park,2015,8,7,1
49,Visitation Park,2016,8,7,1
49,Visitation Park,2017,7,6,1
49,Visitation Park,2018,5,5,0
72,Walnut Park East,1990,193,187,11
72,Walnut Park East,1991,215,212,10
72,Walnut Park East,1992,196,192,9
72,Walnut Park East,1993,188,178,7
72,Walnut Park East,1994,209,206,7
72,Walnut Park East,1995,213,210,7
72,Walnut Park East,1996,274,271,10
72,Walnut Park East,1997,280,274,12
72,Walnut Park East,1998,284,278,11
72,Walnut Park East,1999,258,249,10
72,Walnut Park East,2000,225,220,5
72,Walnut Park East,2001,208,204,5
72,Walnut Park East,2002,234,232,4
72,Walnut Park East,2003,259,250,10
72,Walnut Park East,2004,270,258,12
72,Walnut Park East,2005,206,195,9
72,Walnut Park East,2006,229,221,6
72,Walnut Park East,2007,207,199,6
72,Walnut Park East,2008,205,200,4
72,Walnut Park East,2009,199,195,3
72,Walnut Park East,2010,149,146,3
72,Walnut Park East,2011,143,140,3
72,Walnut Park East,2012,143,140,3
72,Walnut Park East,2013,137,134,3
72,Walnut Park East,2014,134,131,3
72,Walnut Park East,2015,251,248,4
72,Walnut Park East,2016,334,331,3
72,Walnut Park East,2017,359,356,5
72,Walnut Park East,2018,361,358,5
76,Walnut Park West,1990,39,37,3
76,Walnut Park West,1991,72,68,3
76,Walnut Park West,1992,48,46,3
76,Walnut Park West,1993,36,35,0
76,Walnut Park West,1994,51,51,0
76,Walnut Park West,1995,53,53,0
76,Walnut Park West,1996,76,76,2
76,Walnut Park West,1997,85,85,2
76,Walnut Park West,1998,66,64,3
76,Walnut Park West,1999,64,61,4
76,Walnut Park West,2000,59,56,4
76,Walnut Park West,2001,60,57,4
76,Walnut Park West,2002,76,72,5
76,Walnut Park West,2003,100,97,4
76,Walnut Park West,2004,121,118,4
76,Walnut Park West,2005,147,144,3
76,Walnut Park West,2006,171,170,1
76,Walnut Park West,2007,198,197,1
76,Walnut Park West,2008,162,161,3
76,Walnut Park West,2009,152,151,2
76,Walnut Park West,2010,137,136,2
76,Walnut Park West,2011,149,148,3
76,Walnut Park West,2012,148,147,3
76,Walnut Park West,2013,135,134,3
76,Walnut Park West,2014,209,207,4
76,Walnut Park West,2015,209,207,4
76,Walnut Park West,2016,195,194,3
76,Walnut Park West,2017,212,211,3
76,Walnut Park West,2018,213,212,3
50,Wells / Goodfellow,1990,247,221,46
50,Wells / Goodfellow,1991,325,292,52
50,Wells / Goodfellow,1992,367,337,53
50,Wells / Goodfellow,1993,389,355,62
50,Wells / Goodfellow,1994,372,357,45
50,Wells / Goodfellow,1995,375,358,49
50,Wells / Goodfellow,1996,353,338,43
50,Wells / Goodfellow,1997,461,437,48
50,Wells / Goodfellow,1998,499,477,44
50,Wells / Goodfellow,1999,474,451,40
50,Wells / Goodfellow,2000,543,508,50
50,Wells / Goodfellow,2001,525,492,45
50,Wells / Goodfellow,2002,561,526,53
50,Wells / Goodfellow,2003,463,436,46
50,Wells / Goodfellow,2004,509,481,47
50,Wells / Goodfellow,2005,479,458,37
50,Wells / Goodfellow,2006,499,472,39
50,Wells / Goodfellow,2007,489,467,31
50,Wells / Goodfellow,2008,395,379,17
50,Wells / Goodfellow,2009,341,329,13
50,Wells / Goodfellow,2010,360,346,15
50,Wells / Goodfellow,2011,368,351,20
50,Wells / Goodfellow,2012,398,382,18
50,Wells / Goodfellow,2013,417,401,18
50,Wells / Goodfellow,2014,467,451,19
50,Wells / Goodfellow,2015,508,490,21
50,Wells / Goodfellow,2016,653,628,36
50,Wells / Goodfellow,2017,665,625,47
50,Wells / Goodfellow,2018,605,570,44
48,West End,1990,110,107,6
48,West End,1991,117,110,7
48,West End,1992,148,144,6
48,West End,1993,139,137,4
48,West End,1994,160,157,5
48,West End,1995,159,156,5
48,West End,1996,140,136,4
48,West End,1997,154,146,8
48,West End,1998,147,141,8
48,West End,1999,178,168,12
48,West End,2000,185,173,13
48,West End,2001,180,168,13
48,West End,2002,177,165,12
48,West End,2003,157,148,8
48,West End,2004,143,135,9
48,West End,2005,124,117,7
48,West End,2006,119,111,6
48,West End,2007,117,109,7
48,West End,2008,107,99,7
48,West End,2009,106,97,7
48,West End,2010,111,102,7
48,West End,2011,119,111,6
48,West End,2012,120,115,4
48,West End,2013,135,127,8
48,West End,2014,125,118,7
48,West End,2015,132,127,5
48,West End,2016,180,175,7
48,West End,2017,175,171,7
48,West End,2018,158,154,7
45,Wydown / Skinker,1990,0,0,0
45,Wydown / Skinker,1991,0,0,0
45,Wydown / Skinker,1992,0,0,0
45,Wydown / Skinker,1993,0,0,0
45,Wydown / Skinker,1994,0,0,0
45,Wydown / Skinker,1995,0,0,0
45,Wydown / Skinker,1996,0,0,0
45,Wydown / Skinker,1997,0,0,0
45,Wydown / Skinker,1998,0,0,0
45,Wydown / Skinker,1999,0,0,0
45,Wydown / Skinker,2000,0,0,0
45,Wydown / Skinker,2001,0,0,0
45,Wydown / Skinker,2002,0,0,0
45,Wydown / Skinker,2003,0,0,0
45,Wydown / Skinker,2004,0,0,0
45,Wydown / Skinker,2005,0,0,0
45,Wydown / Skinker,2006,0,0,0
45,Wydown / Skinker,2007,0,0,0
45,Wydown / Skinker,2008,0,0,0
45,Wydown / Skinker,2009,0,0,0
45,Wydown / Skinker,2010,0,0,0
45,Wydown / Skinker,2011,0,0,0
45,Wydown / Skinker,2012,0,0,0
45,Wydown / Skinker,2013,0,0,0
45,Wydown / Skinker,2014,0,0,0
45,Wydown / Skinker,2015,0,0,0
45,Wydown / Skinker,2016,0,0,0
45,Wydown / Skinker,2017,0,0,0
45,Wydown / Skinker,2018,0,0,0